Date,Open,High,Low,Close,Adj Close,Volume
2022-09-06,99.959999,99.970001,99.410004,99.419998,97.799843,5341300
2022-09-07,99.730003,100.129997,99.720001,100.110001,98.478600,3607100
2022-09-08,100.000000,100.180000,99.790001,99.790001,98.163826,5546200
2022-09-09,99.989998,100.129997,99.730003,99.779999,98.153992,7496100
2022-09-12,100.000000,100.089996,99.510002,99.629997,98.006439,8535500
2022-09-13,98.910004,99.190002,98.900002,99.070000,97.455559,4957400
2022-09-14,99.000000,99.349998,98.970001,99.199997,97.583427,7557300
2022-09-15,99.040001,99.110001,98.839996,98.900002,97.288330,6016600
2022-09-16,98.660004,99.010002,98.610001,98.830002,97.219467,6965400
2022-09-19,98.529999,98.839996,98.480003,98.680000,97.071907,5982200
2022-09-20,98.209999,98.400002,98.080002,98.239998,96.639076,11271700
2022-09-21,98.400002,98.599998,97.860001,98.550003,96.944031,7094400
2022-09-22,97.900002,97.919998,97.400002,97.500000,95.911140,7092400
2022-09-23,97.400002,97.449997,96.889999,97.199997,95.616028,11059300
2022-09-26,96.870003,96.910004,95.870003,95.949997,94.386391,9009900
2022-09-27,95.970001,96.080002,95.379997,95.540001,93.983078,11440200
2022-09-28,96.470001,97.129997,96.269997,97.080002,95.497978,10539800
2022-09-29,96.480003,96.800003,96.290001,96.570000,94.996300,8666100
2022-09-30,96.860001,97.089996,96.190002,96.339996,94.770042,14376300
2022-10-03,96.889999,97.480003,96.639999,96.910004,95.540001,9617900
2022-10-04,97.209999,97.550003,97.080002,97.169998,95.796326,6964200
2022-10-05,96.690002,96.989998,96.269997,96.660004,95.293541,9512800
2022-10-06,96.589996,96.709999,96.209999,96.279999,94.918907,5625100
2022-10-07,95.809998,96.010002,95.680000,95.769997,94.416115,6149600
2022-10-10,95.730003,95.750000,95.150002,95.339996,93.992180,4074700
2022-10-11,95.629997,95.830002,95.269997,95.400002,94.051346,8892800
2022-10-12,95.250000,95.610001,95.230003,95.480003,94.130219,5651200
2022-10-13,94.230003,95.440002,94.180000,95.180000,93.834450,6254400
2022-10-14,95.629997,95.629997,94.610001,94.660004,93.321808,8580700
2022-10-17,95.250000,95.400002,94.830002,94.860001,93.518990,5460600
2022-10-18,95.110001,95.180000,94.639999,95.019997,93.676720,6389100
2022-10-19,94.410004,94.559998,94.150002,94.199997,92.868309,6316100
2022-10-20,94.059998,94.260002,93.559998,93.629997,92.306374,9012900
2022-10-21,93.269997,93.870003,93.199997,93.769997,92.444397,8371100
2022-10-24,93.769997,94.029999,93.449997,93.639999,92.316231,6090400
2022-10-25,94.389999,94.709999,94.360001,94.559998,93.223213,11710400
2022-10-26,94.779999,95.169998,94.760002,94.980003,93.637299,7884100
2022-10-27,95.209999,95.620003,94.989998,95.459999,94.110504,6913500
2022-10-28,95.010002,95.459999,94.980003,95.220001,93.873901,6229200
2022-10-31,95.010002,95.059998,94.599998,94.900002,93.558418,10946400
2022-11-01,95.250000,95.349998,94.650002,94.860001,93.732323,8096800
2022-11-02,94.980003,95.510002,94.529999,94.699997,93.574219,8584100
2022-11-03,93.970001,94.510002,93.930000,94.349998,93.228386,9314800
2022-11-04,94.430000,94.639999,94.169998,94.339996,93.218506,6918300
2022-11-07,94.410004,94.459999,94.029999,94.040001,92.922073,7597200
2022-11-08,94.239998,94.610001,94.220001,94.440002,93.317322,5834900
2022-11-09,94.389999,94.699997,94.250000,94.550003,93.426010,6694200
2022-11-10,95.980003,96.580002,95.790001,96.580002,95.431877,8494800
2022-11-11,96.230003,96.610001,96.230003,96.510002,95.362709,4953100
2022-11-14,96.430000,96.449997,96.180000,96.239998,95.095909,7457600
2022-11-15,96.800003,96.949997,96.610001,96.949997,95.797478,7962000
2022-11-16,97.250000,97.629997,97.139999,97.550003,96.390343,11075000
2022-11-17,97.029999,97.169998,96.849998,97.139999,95.985222,6889000
2022-11-18,97.220001,97.330002,96.910004,97.000000,95.846878,4714900
2022-11-21,97.269997,97.339996,96.910004,96.940002,95.787590,6829100
2022-11-22,97.180000,97.500000,97.180000,97.440002,96.281647,8039000
2022-11-23,97.580002,98.019997,97.580002,98.019997,96.854752,5885600
2022-11-25,97.809998,98.040001,97.809998,98.040001,96.874527,2718600
2022-11-28,98.139999,98.190002,97.839996,97.879997,96.716415,7920700
2022-11-29,97.540001,97.790001,97.489998,97.529999,96.370590,6643300
2022-11-30,97.480003,98.320000,97.290001,98.290001,97.121559,8963500
2022-12-01,98.300003,98.889999,98.169998,98.879997,97.929703,12471300
2022-12-02,98.489998,99.300003,98.300003,99.290001,98.335762,6368000
2022-12-05,98.820000,99.290001,98.300003,98.510002,97.563263,8072500
2022-12-06,98.709999,98.919998,98.589996,98.800003,97.850479,7660100
2022-12-07,99.290001,99.730003,99.169998,99.680000,98.722023,6752900
2022-12-08,99.389999,99.599998,99.239998,99.379997,98.424896,6307200
2022-12-09,99.120003,99.209999,98.769997,98.790001,97.840569,8994400
2022-12-12,99.190002,99.239998,98.629997,98.809998,97.860374,10384200
2022-12-13,100.180000,100.180000,99.400002,99.470001,98.514038,9120600
2022-12-14,99.519997,99.790001,99.169998,99.690002,98.731926,10624000
2022-12-15,99.570000,99.699997,99.370003,99.610001,98.876846,9423900
2022-12-16,98.959999,99.519997,98.940002,99.349998,98.618752,7546100
2022-12-19,98.900002,98.930000,98.610001,98.739998,98.013237,10351000
2022-12-20,98.099998,98.260002,97.980003,98.070000,97.348183,10282200
2022-12-21,98.489998,98.540001,98.190002,98.339996,97.616188,8489300
2022-12-22,98.320000,98.470001,98.220001,98.309998,97.586411,8267800
2022-12-23,98.050003,98.110001,97.900002,97.970001,97.248917,4823400
2022-12-27,97.459999,97.620003,97.209999,97.260002,96.544136,7925700
2022-12-28,97.470001,97.500000,97.080002,97.089996,96.375389,12131200
2022-12-29,97.209999,97.470001,97.180000,97.449997,96.732742,7763300
2022-12-30,97.250000,97.360001,96.970001,96.989998,96.276123,8469000
2023-01-03,97.970001,97.970001,97.370003,97.559998,96.841934,19930800
2023-01-04,98.169998,98.250000,97.889999,98.099998,97.377960,10080100
2023-01-05,97.639999,98.059998,97.570000,98.019997,97.298538,9682000
2023-01-06,98.129997,99.150002,98.040001,99.089996,98.360664,8503000
2023-01-09,99.059998,99.500000,99.000000,99.339996,98.608826,7849600
2023-01-10,99.019997,99.150002,98.739998,98.959999,98.231628,7291300
2023-01-11,99.279999,99.570000,99.260002,99.570000,98.837135,6102900
2023-01-12,99.839996,100.529999,99.489998,100.290001,99.551842,8342700
2023-01-13,100.019997,100.260002,99.830002,99.919998,99.184555,6719000
2023-01-17,99.739998,99.959999,99.650002,99.739998,99.005890,8174700
2023-01-18,100.760002,100.879997,100.370003,100.730003,99.988602,7779300
2023-01-19,100.730003,100.730003,100.330002,100.500000,99.760292,8633700
2023-01-20,100.169998,100.260002,99.889999,100.089996,99.353310,6095800
2023-01-23,99.800003,100.059998,99.779999,99.839996,99.105148,6573200
2023-01-24,99.839996,100.320000,99.680000,100.279999,99.541908,6538600
2023-01-25,100.260002,100.470001,100.099998,100.400002,99.661026,5431000
2023-01-26,100.330002,100.459999,100.070000,100.230003,99.492287,5399100
2023-01-27,99.959999,100.139999,99.910004,100.080002,99.343384,5123100
2023-01-30,99.900002,100.089996,99.800003,99.809998,99.075371,6822000
2023-01-31,100.160004,100.339996,99.830002,100.220001,99.482361,12083600
2023-02-01,100.190002,100.779999,99.860001,100.680000,100.183876,11593300
2023-02-02,101.040001,101.150002,100.739998,100.790001,100.293343,9197800
2023-02-03,99.949997,100.129997,99.519997,99.820000,99.328117,9083000
2023-02-06,99.309998,99.419998,99.230003,99.269997,98.780823,9198900
2023-02-07,99.150002,99.570000,99.059998,99.099998,98.611664,6224800
2023-02-08,99.139999,99.430000,98.949997,99.239998,98.750977,4900600
2023-02-09,99.540001,99.559998,98.830002,98.849998,98.362900,5594800
2023-02-10,98.820000,98.830002,98.400002,98.419998,97.935020,5068200
2023-02-13,98.489998,98.720001,98.459999,98.720001,98.233536,6832700
2023-02-14,98.669998,98.760002,98.110001,98.370003,97.885262,9559500
2023-02-15,98.239998,98.360001,98.029999,98.180000,97.696198,6486500
2023-02-16,97.879997,98.029999,97.690002,97.769997,97.288216,5235600
2023-02-17,97.529999,98.010002,97.529999,98.000000,97.517090,5956300
2023-02-21,97.360001,97.459999,97.080002,97.080002,96.601624,8369600
2023-02-22,97.400002,97.589996,97.300003,97.339996,96.860336,5862300
2023-02-23,97.400002,97.720001,97.370003,97.690002,97.208618,8527200
2023-02-24,97.220001,97.260002,96.970001,97.129997,96.651367,4866800
2023-02-27,97.410004,97.489998,97.220001,97.320000,96.840439,5040000
2023-02-28,96.989998,97.370003,96.930000,97.309998,96.830482,8575000
2023-03-01,96.830002,97.040001,96.500000,96.519997,96.275887,9125300
2023-03-02,96.150002,96.349998,96.110001,96.320000,96.076401,9247400
2023-03-03,96.849998,97.080002,96.589996,97.080002,96.834480,7267000
2023-03-06,97.269997,97.290001,96.809998,96.839996,96.595078,4188500
2023-03-07,96.980003,97.029999,96.570000,96.709999,96.465408,6013200
2023-03-08,96.900002,97.080002,96.480003,96.610001,96.365669,8044000
2023-03-09,96.760002,97.150002,96.699997,96.959999,96.714783,7054400
2023-03-10,97.790001,98.320000,97.760002,98.089996,97.841919,7515700
2023-03-13,99.050003,99.650002,98.620003,98.870003,98.619949,10343900
2023-03-14,98.769997,98.820000,98.089996,98.290001,98.041420,8159800
2023-03-15,99.430000,99.699997,98.809998,99.269997,99.018936,11133700
2023-03-16,99.529999,99.720001,98.680000,98.879997,98.629921,15217800
2023-03-17,99.290001,99.800003,99.209999,99.500000,99.248360,8277500
2023-03-20,99.730003,99.730003,99.019997,99.099998,98.849365,6346400
2023-03-21,98.879997,99.029999,98.699997,98.800003,98.550133,5499100
2023-03-22,98.800003,99.820000,98.639999,99.750000,99.497726,7585400
2023-03-23,99.680000,100.050003,99.510002,99.989998,99.737114,9949700
2023-03-24,100.279999,100.489998,99.949997,100.160004,99.906693,6217700
2023-03-27,99.389999,99.519997,99.070000,99.080002,98.829422,6823400
2023-03-28,98.980003,99.050003,98.820000,98.930000,98.679794,6356200
2023-03-29,98.739998,99.110001,98.720001,99.050003,98.799500,5111300
2023-03-30,99.029999,99.230003,98.949997,99.160004,98.909218,4251900
2023-03-31,99.389999,99.690002,99.160004,99.639999,99.388000,8521600
2023-04-03,99.279999,99.860001,99.209999,99.820000,99.820000,7567100
2023-04-04,99.550003,100.300003,99.500000,100.190002,100.190002,8925200
2023-04-05,100.500000,100.980003,100.410004,100.529999,100.529999,9883500
2023-04-06,100.559998,100.690002,100.440002,100.440002,100.440002,6105200
2023-04-10,99.889999,99.910004,99.599998,99.750000,99.750000,4478000
2023-04-11,99.809998,99.879997,99.589996,99.809998,99.809998,4543800
2023-04-12,100.169998,100.199997,99.610001,99.930000,99.930000,7226000
2023-04-13,100.160004,100.269997,99.809998,99.889999,99.889999,3964800
2023-04-14,99.559998,99.589996,99.320000,99.400002,99.400002,4794100
2023-04-17,99.129997,99.180000,98.879997,98.900002,98.900002,4441300
2023-04-18,98.910004,99.160004,98.910004,99.040001,99.040001,4753000
2023-04-19,98.889999,98.930000,98.709999,98.889999,98.889999,3592900
2023-04-20,99.209999,99.360001,99.190002,99.339996,99.339996,5092400
2023-04-21,99.510002,99.559998,99.110001,99.169998,99.169998,5367300
